,sex,rating,product,review,review_date,reviewer_id,clean_text,review_month,review_length
779,f,1,service,Harika bir fotoğrafçı... İnanılmaz bir deneyime sahip ve gerekli bütün ekipmanlar çekim için var... Hatta fazlası...,2017-07-28,115502,harika fotografc inanlmaz deneyime sahip gerekli butun ekipmanlar cekim var hatta fazlas,Jul,19
780,m,1,studio,Nezih ve gayet güzel bir fotografcı çekimleri mükemmel 👌 çekimleriniz için çok teşekkür ederim,2017-10-27,110066,nezih gayet guzel fotografc cekimleri mukemmel cekimleriniz tesekkur,Oct,14
781,f,1,service,Fotgraf seçme ve video montaj işlemlerinde çok yardımcı oluyorlar.,2017-09-18,76922,fotgraf secme video montaj islemlerinde yardmc oluyorlar,Sep,10
786,m,1,service,"Uzman ekibi, güleryüzlü çalışanları ile birlikte çok yorulmadan, kısa sürede çekimi tamamladık. Güzel fotoğraflarımız oldu..",2017-07-20,108168,uzman ekibi guleryuzlu calsanlar birlikte yorulmadan ksa surede cekimi tamamladk guzel fotograflarmz oldu,Jul,18
790,m,1,service,İleride anılarınızı zevkle görmek istiyorsanız güvenenebilirsiniz.,2017-08-18,39328,ileride anlarnz zevkle gormek istiyorsanz guvenenebilirsiniz,Aug,7
794,m,1,service,"Merhaba web sitenizi inceledim gerçekten güzel işler çıkarmışsınız, ben slayt fotoğraf klipleri ile ilgili işler yapıyorum. başarılarınızın devamını dilerim.",2017-09-27,25595,merhaba web sitenizi inceledim gercekten guzel isler ckarmssnz ben slayt klipleri ilgili isler yapyorum basarlarnzn devamn dilerim,Sep,22
796,f,1,passport,Çektirdiğim vesikalık fotoğrafımı çevremdeki arkadaşlarım çok beğendi herkese sizi öneriyorum ellerinize sağlık.,2017-08-30,94338,cektirdigim vesikalk fotografm cevremdeki arkadaslarm begendi herkese sizi oneriyorum ellerinize saglk,Aug,13
797,f,0,service,Çok da iyi değil,2017-01-08,30161,iyi degil,Jan,4
798,m,1,service,Herkese tavsiye ederim. Hizmet kalite çok iyi,2017-03-28,47068,herkese tavsiye kalite iyi,Mar,8
801,m,0,service,fiyatlar biraz pahalı,2017-03-13,82290,fiyatlar biraz pahal,Mar,3
803,m,1,service,"Arkadaşım tavsiye etti, iyi ki gelmşim, süper hizmet",2017-02-08,75876,arkadasm tavsiye etti iyi gelmsim super,Feb,10
805,m,1,service,Profesyonel ler.islerinin uzmanı,2017-06-08,73453,profesyonel ler islerinin uzman,Jun,3
807,f,1,service,Küçüklüğümden beri geliyorum. Çalışanlar değişiyor ama hizmet kalitesi hep aynı. Teşekkürler,2017-01-22,105759,kucuklugumden beri geliyorum calsanlar degisiyor kalitesi ayn tesekkurler,Jan,13
809,m,1,service,Hem kendileri hem de cikarttiklari isler takdirlik.,2017-10-24,110066,kendileri cikarttiklari isler takdirlik,Oct,8
813,m,0,service,Gerçekten kötü bir işletme. Fotoğraflar fiyat performans açısından kalitesiz ve fiyatlar oldukça uçuk. Mezuniyet fotoğraflarımız için okul tarafından her yıl foto yurt ile anlaşılıyor bunun rahatlığından mıdır bilinmez çok ilgisizlerdi hatta aşağıda durmayın burda durmak yasak yukarı çıkın diyerek 2 çift kişilik koltuklu yere 30 kişi sığdırmaya çalıştılar. Bir daha yakından bile geçmem,2017-12-02,120417,gercekten kotu isletme fiyat performans acsndan kalitesiz fiyatlar oldukca ucuk mezuniyet fotograflarmz okul tarafndan yl foto yurt anlaslyor bunun rahatlgndan mdr bilinmez ilgisizlerdi hatta asagda durmayn burda durmak yasak yukar ckn diyerek cift kisilik koltuklu yere kisi sgdrmaya calstlar yakndan bile gecmem,Dec,56
814,m,1,service,firmamızın ürünlerinin fotoğraflanması konusunda son derece profesyonel yaklaşımı ve ortaya cıkan işten memnunuz kesinlikle öneririz yeni işlerde tekrar çalışmak dileğiyle,2017-11-27,39030,firmamzn urunlerinin fotograflanmas konusunda son derece profesyonel yaklasm ortaya ckan isten memnunuz kesinlikle oneririz yeni islerde tekrar calsmak dilegiyle,Nov,20
817,f,1,service,Ilgilerinizden dolayi tesekur ederim,2017-08-24,117489,ilgilerinizden dolayi tesekur,Aug,4
818,m,1,studio,İstanbul'un en iyi fotoğrafçısı. Oldukça başarılı...,2017-10-13,91529,istanbulun iyi fotografcs oldukca basarl,Oct,8
819,m,1,service,güler yüzünüz samimiyetiniz cok teşekkür ederiz. Emeginize sağlık. 2. Dogumumda görüşmek üzere ❤️🌹,2017-07-17,94113,guler yuzunuz samimiyetiniz tesekkur ederiz emeginize saglk dogumumda gorusmek uzere,Jul,16
820,f,0,service,Herseyiyle çok kötü!!,2017-05-30,52578,herseyiyle kotu,May,5
821,f,1,service,Profesyonel Hizmet...,2017-06-01,66909,profesyonel,Jun,3
824,m,1,service,Kaliteli ve iyi..,2017-08-06,86532,kaliteli iyi,Aug,3
827,f,1,service,Tavsiye edilir,2017-10-24,60446,tavsiye edilir,Oct,2
828,m,0,service,Pasaport için foto çektirdim özellikle sordum uygunumu diye uygun dediler fakat nüfüs müdürlüğünde fotoğraf kabul edilmedi başka bir yerde tekrar çektirmek zorunda kaldım,2017-11-20,53059,pasaport foto cektirdim ozellikle sordum uygunumu uygun dediler fakat nufus mudurlugunde kabul edilmedi baska yerde tekrar cektirmek zorunda kaldm,Nov,23
834,f,1,engagement,sayenizde kınam çok güzeldi ellerinize emeğinize sağlık. Arkadaşımın tavsiyesi ile sizi tercih ettim bende herkese tavsiye ediyorum. Ekibinize ve size teşekkür ederim herşey için.,2017-05-03,38754,sayenizde knam guzeldi ellerinize emeginize saglk arkadasmn tavsiyesi sizi tercih ettim bende herkese tavsiye ediyorum ekibinize size tesekkur hersey,May,27
837,f,1,outdoors,Dış çekimde bir harikalar herşey istediğimiz gibi oldu hiç bir aksaklık yaşamadık albümlerimiz hızlı bir şekilde hazırlandı elinize emeğinize sağlık teşekkürler . Herkese tavsiye ediyorum :),2017-11-22,38417,d cekimde harikalar hersey istedigimiz oldu hic aksaklk yasamadk albumlerimiz hzl sekilde hazrland elinize emeginize saglk tesekkurler herkese tavsiye ediyorum,Nov,27
840,f,1,service,Hızlı Baskının Ve kalitenin adresi,2017-12-19,108053,hzl basknn kalitenin adresi,Dec,5
844,f,1,service,guler yuzlu isinin ehli gun icerisinde isini teslim eden cok eski ve cevre edinmis genis musteri yelpazesi edinmis bir esnaf. isi ve musterilerinde biraktigi cok guzel.,2017-06-19,52136,guler yuzlu isinin ehli gun icerisinde isini teslim eden eski cevre edinmis genis musteri yelpazesi edinmis esnaf isi musterilerinde biraktigi guzel,Jun,28
846,f,1,service,çok başarılı,2017-04-28,108567,basarl,Apr,2
848,f,0,price,Ücretler biraz pahalı geldi bana,2017-01-30,83937,ucretler biraz pahal geldi bana,Jan,5
849,f,1,service,çok orjinal bir stüdyo. özellikle içeride gördüğüm resimler beni çok etkiledi. hizmet zaten kaliteli. bir fotoğraftan daha fazlasını buldum. teşekkürler.,2017-10-14,96372,orjinal studyo ozellikle iceride gordugum resimler beni etkiledi zaten kaliteli fotograftan fazlasn buldum tesekkurler,Oct,25
854,f,1,art,Profesyonel,2017-01-07,93924,profesyonel,Jan,1
856,f,1,engagement,"Nişan fotoğrafı çektirdim, fotoğrafları çok beğendim, kompozisyonlar çok güzel, yaptıkları albüm harika olmuş",2017-02-06,49274,nisan cektirdim begendim kompozisyonlar guzel yaptklar album harika olmus,Feb,16
857,m,1,service,"Herşey hızlı ve kalite, anlayışlı personel ",2017-08-08,91113,hersey hzl kalite anlaysl personel,Aug,7
861,m,1,service,Park sorununu yok rahatlıkla araç ile gelebilirsiniz,2017-06-28,78583,park sorununu yok rahatlkla arac gelebilirsiniz,Jun,7
862,m,0,service,Şahsen giyinme odası berbat ötesi eyer buraya gelecekseniz kesinlikle kendi malzemelerinizi kendiniz getirmelisiniz,2017-12-04,30996,sahsen giyinme odas berbat otesi eyer buraya gelecekseniz kesinlikle kendi malzemelerinizi kendiniz getirmelisiniz,Dec,13
866,f,1,service,Mükemmel hizmet için her şeyi yapıyorlar,2017-03-10,49670,mukemmel seyi yapyorlar,Mar,6
867,m,1,service,Samimî ve profesyonel ,2017-05-27,76303,samimi profesyonel,May,3
868,f,0,service,Hizmet daha iyi olabilir,2017-01-22,75790,iyi olabilir,Jan,4
873,f,1,facility,"Belediyeye yakın olması güzel, fotoğraf istediler hemen hallettim",2017-02-12,60378,belediyeye yakn olmas guzel istediler hemen hallettim,Feb,9
875,m,1,service,Kadim İstanbul fotoğrafçısı,2017-05-19,113720,kadim istanbul fotografcs,May,3
876,f,1,service,Uygun fiyatlı fotoğraf baskısı yaptırabileceğiniz bir yer.,2017-12-09,83038,uygun fiyatl basks yaptrabileceginiz yer,Dec,8
877,m,0,service,"Mezuniyet fotograflari icin tercih ettik ama keske etmeseydik...20 yil onceki klasik pozlari ceken, haldir haldir bitirip diger musteriyi iceriye almaya calisanlar sayesinde ozensiz, bastan savma bir album oldu...bir daha mi..ASLA",2017-06-12,102924,mezuniyet fotograflari tercih ettik keske etmeseydik yil onceki klasik pozlari ceken haldir haldir bitirip diger musteriyi iceriye almaya calisanlar sayesinde ozensiz bastan savma album oldu mi asla,Jun,36
878,f,1,service,"İşini bilen, anlayışlı, Profesyonel ekip Mükemmel iş teslimi için teşekkür ederim",2017-11-25,79907,isini bilen anlaysl profesyonel ekip mukemmel is teslimi tesekkur,Nov,13
879,m,1,service,Mütevazi güzel şirin...,2017-11-18,53005,mutevazi guzel sirin,Nov,4
884,f,1,service,"Sahibini iyi tanırım, müşteri her zaman haklıdır prensibiyle çalışır",2017-03-12,31142,sahibini iyi tanrm musteri zaman hakldr prensibiyle calsr,Mar,10
885,f,1,art,Bence güzel,2017-01-16,34329,bence guzel,Jan,2
887,f,0,price,Pahalı,2017-11-25,55849,pahal,Nov,1
888,m,1,service,İstanbul’da çeşitli yerlerde fotoğraf çekildim ama memnun kalmadım çoğu yer mesela biyometriğin ne olduğunu bilmiyor tek seferde bunu hallettiler kalite ve güvenin tek adresi gerçekten👌👏👏,2017-08-20,27812,istanbulda cesitli yerlerde cekildim memnun kalmadm cogu yer mesela biyometrigin oldugunu bilmiyor tek seferde bunu hallettiler kalite guvenin tek adresi gercekten,Aug,27
889,m,1,service,İşinin ehli öneririm,2017-07-31,102334,isinin ehli oneririm,Jul,3
890,f,1,service,Çok güzeldi,2017-06-14,51419,guzeldi,Jun,2
891,f,1,service,"geçmişime götürüyor beni burası, hep geliyorum",2017-02-27,71807,gecmisime goturuyor beni bura geliyorum,Feb,7
895,m,1,art,İlk günkü kalite devam ediyor hiç bozmayın,2017-01-17,123352,ilk gunku kalite devam ediyor hic bozmayn,Jan,7
896,f,1,service,süpersiniz ilginiz için teşekkürler :),2017-09-01,117831,supersiniz ilginiz tesekkurler,Sep,6
899,m,1,service,Taksimde bulunuyorsanız ve acil fotoğraf çektirmeye ihtiyacınız varsa kolayca fotoğraf çekirebileceğiniz yer. En son 25 TL 4 tane vesikalık fotoğraftı.,2017-09-11,45240,taksimde bulunuyorsanz acil cektirmeye ihtiyacnz varsa kolayca cekirebileceginiz yer son tl tane vesikalk fotograft,Sep,22
901,f,0,service,Görünüş iyi hizmet kötü,2017-02-18,90582,gorunus iyi kotu,Feb,4
903,m,1,price,Fiyatı uygun,2017-11-07,118391,fiyat uygun,Nov,2
905,f,1,service,Çok memnun kaldım herkeze tavsiye ederim,2017-08-20,52770,memnun kaldm herkeze tavsiye,Aug,6
906,m,1,service,Kaliteli ama lüzumsuz pahalı,2017-06-01,44523,kaliteli luzumsuz pahal,Jun,4
908,m,1,service,Mükemmel bir ekip ve çalışma Anlatmaya gerek yok görüyorsunuz..,2017-05-17,111782,mukemmel ekip calsma anlatmaya gerek yok goruyorsunuz,May,9
909,f,1,service,çok teşekkürler,2017-03-31,27578,tesekkurler,Mar,2
910,f,0,service,Biometrik fotoğrafta sadece yüz görünüyor diyerek bir omuz aşağıda ve gözler kısık çekim yapılan mekan.,2017-05-25,109921,biometrik fotografta sadece yuz gorunuyor diyerek omuz asagda gozler ksk cekim yaplan mekan,May,16
912,m,1,wedding,Düğün albümünü burda yaptırdık çok memnun kaldık,2017-05-15,80217,dugun albumunu burda yaptrdk memnun kaldk,May,7
914,f,0,service,"calisan genc hanimefendi disinda tum erkek calisanlar geyikte, iki gun once cektirip birkac saate hazir olur denilen vesikaliklar ne bastirilmisti ne rotuslanmisti oturdum bekledim, alinan paraya yazik.",2017-06-16,80582,calisan genc hanimefendi disinda tum erkek calisanlar geyikte iki gun once cektirip birkac saate hazir olur denilen vesikaliklar bastirilmisti rotuslanmisti oturdum bekledim alinan paraya yazik,Jun,30
915,f,1,service,"Fotoğraf piyasası içinde yıllardır hizmet veren tek profesyonel baskı merkezi... hızlı ve hesaplı, fineart dan magnete kadar her keseye uygun kişisel ve kurumsal baskı/ çerçeve hizmetleri.",2017-11-29,107490,piyasas icinde yllardr veren tek profesyonel bask merkezi hzl hesapl fineart dan magnete kadar keseye uygun kisisel kurumsal bask cerceve hizmetleri,Nov,29
921,m,1,service,Fotoğraf kaliteleri çok güzel,2017-12-05,32168,kaliteleri guzel,Dec,4
923,m,0,facility,Işıklar zatan ortamı ısıtıyor ınsan bir klima açar,2017-02-01,40500,isklar zatan ortam styor nsan klima acar,Feb,8
924,f,1,engagement,nişan davetimizi için birlikte çalışmaya karar verdik. müthiş derecede pozitif ve sizinde enerjinizi yukarı çekecek kadar severek yapıyor işini emek veriyor ve karşılığını fazlasıyla alıyorsunuz. Gayet Profesyonel..ayrıca yürekten samimiyeti sizi şımartıyor. Kesinlikle tavsiye ederim.,2017-10-28,85438,nisan davetimizi birlikte calsmaya karar verdik muthis derecede pozitif sizinde enerjinizi yukar cekecek kadar severek yapyor isini emek veriyor karslgn fazlasyla alyorsunuz gayet profesyonel ayrca yurekten samimiyeti sizi smartyor kesinlikle tavsiye,Oct,38
926,f,1,wedding,"Düğünüm için Kıbrıs'a gelip sabah sabah yanımda beliren o fotografçı işte! Hayatımın en güzel ve en özel gününün her anını, her detayını ölümsüz kılan güzel insan.. Ne yapsam hakkını ödeyemem. ",2017-10-01,122928,dugunum kbrs a gelip sabah sabah yanmda beliren fotografc iste hayatmn guzel ozel gununun ann detayn olumsuz klan guzel insan yapsam hakkn odeyemem,Oct,35
928,m,1,service,Böyle başarılı fotoğrafçı olduktan sonra sırtınız yere gelmez.,2017-04-17,31258,boyle basarl fotografc olduktan sonra srtnz yere gelmez,Apr,9
929,m,0,service,Tek bir okul mezuniyet fotosu beğendik. 3 gün sonra alabilirsiniz dediler. Foto başına da oldukça 35 tl pahalı,2017-11-11,80477,tek okul mezuniyet fotosu begendik gun sonra alabilirsiniz dediler foto basna oldukca tl pahal,Nov,20
934,m,1,service,"Hizmetinden memnun kaldığım acele işimi anında yapan bir yer,herkese tavsiye ederim.",2017-04-06,96898,hizmetinden memnun kaldgm acele isimi annda yapan yer herkese tavsiye,Apr,14
935,f,1,engagement,"Gecen ay benimde arkadaşımın kına fotoğraflarını da burası yapti , gerçekten çok memnun kaldı arkadasim benimde kinamda ilk tercihim burası olucaktirr.",2017-05-12,121517,gecen ay benimde arkadasmn kna fotograflarn bura yapti gercekten memnun kald arkadasim benimde kinamda ilk tercihim bura olucaktirr,May,22
938,f,1,service,Ürün çekimi yaptırdık .Hizmet ve fiyat konusunda memnun kaldık  teşekkür ederiz.,2017-11-15,86028,urun cekimi yaptrdk fiyat konusunda memnun kaldk tesekkur ederiz,Nov,12
942,f,1,service,Hizli ve uygun fiyatlar,2017-08-06,80672,hizli uygun fiyatlar,Aug,4
944,m,1,service,Tecrübeli ve güleryüzlü çalışanları var ve çektikleri fotoğrafları gerçeğinden daha güzel👏,2017-09-09,42433,tecrubeli guleryuzlu calsanlar var cektikleri gerceginden guzel,Sep,11
946,f,1,service,Çocukluğunu benden iyi biliyor arşiv tutuyorsa kesin vardır 😊😊,2017-12-21,115170,cocuklugunu benden iyi biliyor arsiv tutuyorsa kesin vardr,Dec,9
950,m,1,service,Çok kaliteli ve orjinal çekimlerin adresi... Hızlı ve güvenilir,2017-06-06,52370,kaliteli orjinal cekimlerin adresi hzl guvenilir,Jun,10
951,f,1,passport,Vize fotograflarimizin degismesi fotografcisi hizli ve uygun fiyatli,2017-12-30,91483,vize fotograflarimizin degismesi fotografcisi hizli uygun fiyatli,Dec,8
963,m,1,service,pahalı - 6 biyometrik vesikalik 30 tl fakat kaliteli,2017-07-23,120783,pahal biyometrik vesikalik tl fakat kaliteli,Jul,9
965,f,1,studio,"Makyaj malzemesi de koymuşlar hazırlık için, her şeyi düşünmüşler",2017-02-23,84957,makyaj malzemesi koymuslar hazrlk seyi dusunmusler,Feb,10
968,f,1,wedding,Baktım da gerçekten işinizi severek yapıyorsunuz bu yüzden bende eş ve dosta sizi önerdim yarınki olacak kuzenimin sünnet düğününe siz tekrar çağırmak istedik..,2017-05-10,86033,baktm gercekten isinizi severek yapyorsunuz yuzden bende e dosta sizi onerdim yarnki olacak kuzenimin sunnet dugunune tekrar cagrmak istedik,May,23
969,f,0,service,1 adet 50x70 - foto 65 tl photoshop çalışması isterseniz ekstra 15 tl ödemeniz gerekli.Müşteriyle birebir ilgileniyor. Fiyatların yüksek olmasını kira giderlerine bağlıyorum. Teşekkürler.,2017-07-04,52973,adet x foto tl photoshop calsmas isterseniz ekstra tl odemeniz gerekli musteriyle birebir ilgileniyor fiyatlarn yuksek olmasn kira giderlerine baglyorum tesekkurler,Jul,27
970,f,0,service,Sevmedim resim işini fabrika üretimi yapıyorlar,2017-09-06,30705,sevmedim resim isini fabrika uretimi yapyorlar,Sep,6
971,m,0,service,TAVSIYE ETMİYORUM.,2017-07-03,100008,tavsiye etmiyorum,Jul,3
972,m,1,art,"Burayı çok tutuyorum, sanatçı adamlar",2017-02-15,91240,buray tutuyorum sanatc adamlar,Feb,6
973,m,1,service,"çekimler çok iyiydi, Emeğinize sağlık Teşekkürler :)",2017-09-01,105657,cekimler iyiydi emeginize saglk tesekkurler,Sep,9
975,m,1,service,uygun kaliteli güler yüzlü üçü bir arada,2017-04-17,32433,uygun kaliteli guler yuzlu ucu arada,Apr,7
978,m,1,wedding,Düğün Fotoğraflarımızın dış mekan çekimlerini yaptılar ilgi alaka ve fotoğraflar için ekibe teşekkür ederim,2017-04-15,103524,dugun fotograflarmzn d mekan cekimlerini yaptlar ilgi alaka ekibe tesekkur,Apr,14
981,f,0,service,"Çırak varmış da bilememiş, bana ne kardeşim, koyma o zaman oraya, kendin bekle dükkanı.",2017-01-13,79420,crak varms bilememis bana kardesim koyma zaman oraya kendin bekle dukkan,Jan,18
983,f,0,service,"Düğün fotoğraflarımızın hepsinde fotoğraflar yakınlaştırıldığında yüzler bulanık..sanırım gelin ve damattan daha önemli objeler vardı etrafta ki onlara odaklanılmış..Yakınlaştırma yapılmadığında dahi fotoğraf kalitesinin düşük olduğu anlaşılabiliyor. Bunun çekim esnasındaki birçok faktörle ilgisi olabilir (ışık, açı, vb.) ancak elinde bu kadar profesyonel bir makine ile bu kadar kötü iş çıkartılması bir fotoğrafçıyı düşündürmeli. Bunun savunması olarak fotoğrafların çok kısa bir sürede çekilmek zorunda kalındığı gelecektir, kesinlikle kalitesiz iş yapmanın bir bahanesi olarak bunu kabul etmiyorum. Hizmet sektöründe çalışan biri olarak müşteri memnuniyetini sağlama yollarına gayet hakim olduğum ve fotoğrafları çekilen damadın kendisinin de fotoğrafçı olması ve duruma hakim olması sebepleriyle, verilen hizmetten hiç memnun kalmadığımızı üzülerek belirtmek isterim.",2017-03-27,105244,dugun fotograflarmzn hepsinde yaknlastrldgnda yuzler bulank sanrm gelin damattan onemli objeler vard etrafta onlara odaklanlms yaknlastrma yaplmadgnda dahi kalitesinin dusuk oldugu anlaslabiliyor bunun cekim esnasndaki bircok faktorle ilgisi olabilir sk ac vb ancak elinde kadar profesyonel makine kadar kotu is ckartlmas fotografcy dusundurmeli bunun savunmas olarak fotograflarn ksa surede cekilmek zorunda kalndg gelecektir kesinlikle kalitesiz is yapmann bahanesi olarak bunu kabul etmiyorum sektorunde calsan olarak musteri memnuniyetini saglama yollarna gayet hakim oldugum cekilen damadn kendisinin fotografc olmas duruma hakim olmas sebepleriyle verilen hizmetten hic memnun kalmadgmz uzulerek belirtmek isterim,Mar,117
986,f,0,service,Biraz daha güler yüz,2017-01-22,117606,biraz guler yuz,Jan,4
989,f,1,service,Güler yüzlü ve profosyonel yaklaşımı olan bir firma..,2017-11-27,119868,guler yuzlu profosyonel yaklasm olan firma,Nov,8
994,m,1,service,Büyük USTA,2017-07-25,57718,buyuk usta,Jul,2
996,f,1,service,Müşterilere karşı çok nazikler,2017-03-12,101256,musterilere kars nazikler,Mar,4
997,m,1,service,Yılların tecrübesi işinin ehli güler yüzlü hizmet,2017-06-22,115274,yllarn tecrubesi isinin ehli guler yuzlu,Jun,7
998,m,1,service,Güleryüzlü hızlı hizmetin tek adresi,2017-01-03,122782,guleryuzlu hzl hizmetin tek adresi,Jan,5
1004,m,1,service,"Mükemmel iş, Esnaf insanlar",2017-03-18,103129,mukemmel is esnaf insanlar,Mar,5
1007,f,1,outdoors,"Doğum günü için eve çağırdık, hiç görmediğimiz kompozisyonlar yaptılar, herkese tavsiye ederim",2017-01-30,101715,dogum gunu eve cagrdk hic gormedigimiz kompozisyonlar yaptlar herkese tavsiye,Jan,14
1008,f,1,engagement,"Profesyonelliği ve içtenliğiyle en önemli günümüzde bizim yanımızda oldukları için çok teşekkür ediyorum,nişan törenimin fotoğraf çekimi harikaydı :) Gönül rahatlığıyla tavsiye ediyorum...",2017-05-06,110260,profesyonelligi ictenligiyle onemli gunumuzde bizim yanmzda olduklar tesekkur ediyorum nisan torenimin cekimi harikayd gonul rahatlgyla tavsiye ediyorum,May,26
1010,m,1,service,Guler yuzlu personeli ile sunduklari fotograf lar ile tesekurler fiyatlar uygun,2017-12-22,66521,guler yuzlu personeli sunduklari lar tesekurler fiyatlar uygun,Dec,11
1011,f,0,wedding,Dış çekim için gittiğimiz yer çamurluydu gelinliğim kirlendi,2017-03-10,47223,d cekim gittigimiz yer camurluydu gelinligim kirlendi,Mar,8
1012,m,0,service,Mezuniyet fotoğrafı çekimi için okul ile gittik . İlk fotoğraf için 35 tl ödüyorsunuz ve sonraki her 1 fotoğraf 30 tl . Çekimler bence güzel değildi okul diye acele çekip gönderiyorlar. Gereksiz pahalı,2017-05-21,70229,mezuniyet cekimi okul gittik ilk tl oduyorsunuz sonraki tl cekimler bence guzel degildi okul acele cekip gonderiyorlar gereksiz pahal,May,34
1013,f,1,service,Bir çok fotoğrafcı gezdim bukadar ilgili işini ciddiye alan profesyonel çalışan görmedim helal olsun size aldığınız her kuruşun hakkını veriyorsunuz...,2017-04-07,52987,fotografc gezdim bukadar ilgili isini ciddiye alan profesyonel calsan gormedim helal olsun size aldgnz kurusun hakkn veriyorsunuz,Apr,21
1015,f,1,service,#photograph konusunda uzman kuruluş,2017-05-20,24630,photograph konusunda uzman kurulus,May,5
1022,m,1,service,Kardeşim benim,2017-12-30,81789,kardesim benim,Dec,2
1026,f,1,service,Başarılarının devamını dilerim...,2017-05-08,24382,basarlarnn devamn dilerim,May,4
1030,m,1,facility,Guzel mekan,2017-09-08,84643,guzel mekan,Sep,2
1031,m,1,service,herşey çok mükemmel tavsiye ederim pişman olmazsınız,2017-03-25,116691,hersey mukemmel tavsiye pisman olmazsnz,Mar,7
1037,m,0,passport,"Gözümün içine ışık vermeniz şart mı, ben ışığa bakamıyorum",2017-02-23,48252,gozumun icine sk vermeniz sart m ben sga bakamyorum,Feb,10
1038,m,1,service,İşinin ehli bir sanatçı .İşini hakkıyla yapıyor sonsuz teşekkürler ..Çekimlerde çok eğlendik herkese tavsiye ediyoruz .,2017-10-25,110066,isinin ehli sanatc isini hakkyla yapyor sonsuz tesekkurler cekimlerde eglendik herkese tavsiye ediyoruz,Oct,16
1040,f,1,service,Hizmet 10 numara,2017-06-24,103782,numara,Jun,3
1045,m,1,service,'-amaaan fotoğraflarda nasıl cıkacagım?'' sorusunu aklınızın ucundan gecirtmeyen profesyonel bir fotoğrafçıdır...,2017-09-24,102373,amaaan fotograflarda nasl ckacagm sorusunu aklnzn ucundan gecirtmeyen profesyonel fotografcdr,Sep,14
1046,f,1,service,Baskılar oldukça kaliteli ve en önemlisi sabırlı guleryuzlu hizmet,2017-06-24,38411,basklar oldukca kaliteli onemlisi sabrl guleryuzlu,Jun,9
1048,f,1,service,"Hizmette sınır yok, tebrikler",2017-03-02,27960,hizmette snr yok tebrikler,Mar,5
1049,m,1,service,Fotoğraf buranın işi poz vermekte sizin işiniz,2017-08-03,82744,burann isi poz vermekte sizin isiniz,Aug,7
1051,m,0,price,Çok pahalı asla yardımcı olmuyorlar özel okullarla anlaşma yapılmış onlarada belirlenen yüksek fiyatlardan fotoğraf çekiliyor,2017-01-02,91048,pahal asla yardmc olmuyorlar ozel okullarla anlasma yaplms onlarada belirlenen yuksek fiyatlardan cekiliyor,Jan,15
1052,m,1,service,Güzel insan,2017-02-28,100211,guzel insan,Feb,2
1054,f,0,facility,Bekleme salonu biraz küçük gibi,2017-02-13,59705,bekleme salonu biraz kucuk,Feb,5
1056,m,1,studio,Guzel bir studyo..çekimlerini begendim.,2017-11-10,52814,guzel studyo cekimlerini begendim,Nov,5
1057,m,1,service,"Harika fotoğraflar istiyorsanız doğru yerdesiniz, fiyatlarda süper.",2017-12-20,47577,harika istiyorsanz dogru yerdesiniz fiyatlarda super,Dec,9
1058,f,0,service,"Fiyat levhası güncel değildi, yakışmıyor",2017-02-24,35265,fiyat levhas guncel degildi yaksmyor,Feb,6
1059,m,0,service,Onların yaptığı Photoshop düzeltmelerini artık herkes yapıyor.,2017-09-12,58646,onlarn yaptg photoshop duzeltmelerini artk herkes yapyor,Sep,8
1067,m,0,wedding,"Düğün fotoğraflarımı kaybettiler, en güzel anılarımı yitirdim",2017-02-18,50043,dugun fotograflarm kaybettiler guzel anlarm yitirdim,Feb,8
1069,f,1,service,bölgesinde biometrik fotograf konusunda tek kelimeyle en basarili işyeri tebrikler .herkese tavsiye ederim.,2017-08-21,78382,bolgesinde biometrik konusunda tek kelimeyle basarili isyeri tebrikler herkese tavsiye,Aug,14
1070,f,0,service,Fazla paragöz bir müessese,2017-05-31,68230,fazla paragoz muessese,May,4
1071,m,1,service,Fotoğraf basmak için gidilecek tek yer İstanbulda. Hem hızlı hem kaliteli hem de uygun fiyata çalışıyorlar.,2017-12-12,101127,basmak gidilecek tek yer istanbulda hzl kaliteli uygun fiyata calsyorlar,Dec,18
1080,m,0,price,Fahiş fiyattan başka bir özellikleri yok. Çekim işini yapanlara lafım yok. Onlarınki hep emek. Ama geri kalan herşey teknoloji.,2017-08-16,89936,fahis fiyattan baska ozellikleri yok cekim isini yapanlara lafm yok onlarnki emek geri kalan hersey teknoloji,Aug,23
1081,f,1,facility,Şirin bir mekan,2017-07-31,31494,sirin mekan,Jul,3
1082,f,1,service,Yıllardan beri buralarda bulunan en iyi fotoğraf'çı,2017-10-31,91734,yllardan beri buralarda bulunan iyi c,Oct,7
1084,m,0,service,Fotoğraflara aldanıpta sakın ola gitmeyin mahalle arasında bir fotoğrafçı bulun bin kat daha iyi.,2017-11-13,26082,fotograflara aldanpta sakn ola gitmeyin mahalle arasnda fotografc bulun bin kat iyi,Nov,15
