,sex,rating,product,review,review_date,reviewer_id,clean_text
652,m,5.0,service,"Kesinlikle anlayışlı,tecrübeli,bilgisi olan biri.Sıkınti çekmezsiniz.isteklerinize açık.. diğerleri gibi o olmaz bu yok..şu asla demiyor..ısin hakkini veriyor",2017-11-30,60592,kesinlikle anlaysl tecrubeli bilgisi olan sknti cekmezsiniz isteklerinize ack digerleri olmaz yok su asla demiyor sin hakkini veriyor
653,f,5.0,service,"Kimlik için biyometrik foto çektirdim, başarılı diyebilirim",2017-05-17,122980,kimlik icin biyometrik foto cektirdim basarl diyebilirim
657,f,5.0,service,Profesyonel çekim için tek seçenek.,2017-09-23,111436,profesyonel cekim icin tek secenek
664,m,5.0,service,Güzel fotograf çekiyor,2017-09-14,33470,guzel fotograf cekiyor
666,f,5.0,service,Her daim güleryüz ve samimiyet,2017-12-23,113463,daim guleryuz samimiyet
670,m,2.0,service,Çalışanlar Soğuk Geldi Bana...,2017-12-04,60359,calsanlar soguk geldi bana
671,m,4.0,price,Bu işi biliyorlar ama fiyat konusunda tavsiye edemem,2017-07-12,110432,isi biliyorlar fiyat konusunda tavsiye edemem
672,m,5.0,wedding,Hayatımın en güzel gününde benimle olduğunuz için ve değerli emekleriniz uğraşlarınız için çok ama çok teşekkür ediyorum.,2017-09-24,85679,hayatmn guzel gununde benimle oldugunuz icin degerli emekleriniz ugraslarnz icin cok cok tesekkur ediyorum
674,f,1.0,service,"Verdikleri tarihte hazır değildi resimler, iki gün sonra tekrar gittim yine hazır değildi, bu ne lakaytlık!!!",2017-01-13,96965,verdikleri tarihte hazr degildi resimler iki gun sonra tekrar gittim yine hazr degildi lakaytlk
676,m,5.0,service,"Kaliteli hizmet, tecrübeli personel",2017-09-14,93864,kaliteli hizmet tecrubeli personel
679,f,5.0,service,Personel ilgili ve profesyonel.,2017-09-08,114155,personel ilgili profesyonel
680,m,5.0,service,Içiniz rahat güvenle gidebileceginiz bir işletme,2017-03-28,42314,iciniz rahat guvenle gidebileceginiz bir isletme
682,m,5.0,service,Her daim fotoğrafçımız,2017-04-06,37856,daim fotografcmz
685,f,5.0,service,Güzel kaliteli ve yol gösterici.,2017-06-20,116110,guzel kaliteli yol gosterici
686,m,5.0,service,herşey için teşekkur ederiz. Çok memnun kaldık ve sizi herkese öneriyoruz. İstanbul düğün fotoğrafçıları aralarında en iyisi diyebilirim,2017-07-02,55748,hersey icin tesekkur ederiz cok memnun kaldk sizi herkese oneriyoruz istanbul dugun fotografclar aralarnda iyisi diyebilirim
687,m,5.0,service,Buralardaki güzel fotoğrafcılardan.,2017-11-13,41072,buralardaki guzel fotografclardan
688,f,5.0,service,Randevuya sadıklar ve iyi hizmet veriyorlar,2017-11-05,110453,randevuya sadklar iyi hizmet veriyorlar
689,f,5.0,service,Bir kaç dakikada insanı ısındıran stresini azaltan bir ortamları var. Özellikle Mustafa abi çok yardımsever biri. Tecrübelerini benimle paylaştığı ve doğru yere yönlendirdiği için ayrıca teşekkür ederim. Herkese birlikte çalışmalarını tavsiye ediyorum.,2017-03-30,35464,bir kac dakikada insan sndran stresini azaltan bir ortamlar var ozellikle mustafa abi cok yardmsever tecrubelerini benimle paylastg dogru yere yonlendirdigi icin ayrca tesekkur ederim herkese birlikte calsmalarn tavsiye ediyorum
690,f,5.0,service,"Dış çekim için götürdükleri yer çok güzeldi, fotoğraflar da çok iyi çıktı",2017-03-08,25515,d cekim icin goturdukleri yer cok guzeldi fotograflar cok iyi ckt
691,f,5.0,wedding,"Özellikle düğün günü profesyonel bir fotografcıyla çalışınca daha bir rahat oluyorsunuz. Düğün günü zaten herşey yoğun ve koşuşturmalı oluyor. İşte o zaman fotografçınızın kıymetını anlıyorsunuz çünkü heşeyinizle ilgilenip, her detayınızı fotoğraflayarak, güler yüzü ve pozitif enerjisiyle yanınızda oluyor. Bir fotoğrafçıdan çok, yanınızda olan bir arkadaş oluyor. ",2017-10-02,122928,ozellikle dugun gunu profesyonel bir fotografcyla calsnca bir rahat oluyorsunuz dugun gunu zaten hersey yogun kosusturmal oluyor iste zaman fotografcnzn kymetn anlyorsunuz cunku heseyinizle ilgilenip detaynz fotograflayarak guler yuzu pozitif enerjisiyle yannzda oluyor bir fotografcdan cok yannzda olan bir arkadas oluyor
692,m,5.0,service,Fotoğrafçılıkta yılların değişmeyen kalitesi,2017-08-22,106333,fotografclkta yllarn degismeyen kalitesi
698,m,3.0,passport,Standart bi yer. Sadece vesikalik icin kullandim.,2017-10-22,89428,standart bi yer sadece vesikalik icin kullandim
699,m,5.0,studio,"Fotokopi çektirmek için girmiştim, bir de resim çektirip çıktım, çok iyi esnaf",2017-02-07,86463,fotokopi cektirmek icin girmistim bir resim cektirip cktm cok iyi esnaf
700,m,5.0,service,Kesinlikle tecrube etmelisiniz. İsini iyi yapan ender studyolardan. Tesekkurler...,2017-11-30,95631,kesinlikle tecrube etmelisiniz isini iyi yapan ender studyolardan tesekkurler
702,m,5.0,service,Nikah sonrası stüdyoda fotoğraf çektirmek zorunda kalmıştık ama çok iyi işler çıkardı. Çok teşekkürler ederiz.,2017-08-14,63873,nikah sonras studyoda fotograf cektirmek zorunda kalmstk cok iyi isler ckard cok tesekkurler ederiz
703,m,5.0,service,"Fotoğraf çektirmek için başka yer aramayın, semtin en iyi fotoğrafçısı burası bence",2017-03-06,65955,fotograf cektirmek icin baska yer aramayn semtin iyi fotografcs bura bence
704,m,5.0,service,Kaç nesil daha müşterisi oluruz bilemiyorum. 7 den 70 e tüm aile buradayız 😊👍 ,2017-08-15,48550,kac nesil musterisi oluruz bilemiyorum den e tum aile buradayz
709,f,1.0,price,Aşırı gereksiz pahalı. 6 adet vesikalık 35 tl.,2017-10-18,109680,asr gereksiz pahal adet vesikalk tl
713,m,5.0,service,Her zamanki gibi kaliteli bir şey demeye gerek yok,2017-05-22,46194,zamanki kaliteli bir sey demeye gerek yok
715,m,5.0,service,On numara hizmet,2017-03-01,42956,on numara hizmet
716,m,5.0,facility,Çok güzel bir ortam,2017-05-10,122785,cok guzel bir ortam
719,m,1.0,service,"hizmet orta,fotolar kötü çekiliyor.tavsiye etmiyorum",2017-07-17,28149,hizmet orta fotolar kotu cekiliyor tavsiye etmiyorum
721,f,1.0,service,"Resmi fotograf cektirmek isteseniz ,cektiremezsiniz . gomlek ve kravatları bulunmuyor .",2017-09-01,74687,resmi fotograf cektirmek isteseniz cektiremezsiniz gomlek kravatlar bulunmuyor
722,m,5.0,service,"Hayatımın en anlamlı gününün her anını muhteşem karelere sığdırdınız. Her şeyin istediğim gibi olması içinden elinizden gelenin fazlasını yaptığınız için sonsuz teşekkürler. O karede gülümsememize katkı sağladığınız için, bizi rahatlatmak için arkadaşça yaklaştığınız, ve güler yüzünüz için bir sonsuz teşekkür daha. 10 üzerinden yıldızlı 10'u hakediyorsunuz:)",2017-10-07,85396,hayatmn anlaml gununun ann muhtesem karelere sgdrdnz seyin istedigim olmas icinden elinizden gelenin fazlasn yaptgnz icin sonsuz tesekkurler karede gulumsememize katk sagladgnz icin bizi rahatlatmak icin arkadasca yaklastgnz guler yuzunuz icin bir sonsuz tesekkur uzerinden yldzl u hakediyorsunuz
724,f,5.0,service,gerek güler yüzlü personeliyle gerek tecrübesiyle tüm firmaların çok çok önünde. Güvenle gününüzü emanet edebilirsiniz.,2017-08-13,112587,gerek guler yuzlu personeliyle gerek tecrubesiyle tum firmalarn cok cok onunde guvenle gununuzu emanet edebilirsiniz
726,f,5.0,service,İlgi alaka alternatik yaklasimlar ucuz ve saglam iscilikle birlesmis. Sevdim burayi,2017-03-31,46689,ilgi alaka alternatik yaklasimlar ucuz saglam iscilikle birlesmis sevdim burayi
728,f,1.0,camera,Aldığımız fotoğraf makinesi bataryası kargoya verilmedi verilen kargo takip No. Yanlış telefon numarası yanlış. Şikayetçiyim. İrtibat numarasını aradık çıkan adam alakası olmadığını söyledi. Verdikleri kargo numarasını Aras Kargo geçersiz sayıyor.,2017-02-01,57179,aldgmz fotograf makinesi bataryas kargoya verilmedi verilen kargo takip no yanls telefon numaras yanls sikayetciyim irtibat numarasn aradk ckan adam alakas olmadgn soyledi verdikleri kargo numarasn ara kargo gecersiz sayyor
730,f,5.0,service,Kaliteli güzel hizmet ,2017-12-05,83929,kaliteli guzel hizmet
735,m,1.0,service,Bence kötü,2017-01-08,33567,bence kotu
736,f,5.0,service,Fotoğraf ve video işlerinde 10 numara,2017-09-16,49275,fotograf video islerinde numara
738,m,5.0,service,Semtimizin en iyi fotoğrafçısı.,2017-05-04,71704,semtimizin iyi fotografcs
739,f,1.0,service,Kötü kötü kötü,2017-01-28,69660,kotu kotu kotu
740,m,5.0,service,Oldukça güleryüzlü insanların işlettiği sevimli bir fotoğrafçı.,2017-11-05,101391,oldukca guleryuzlu insanlarn islettigi sevimli bir fotografc
742,m,3.0,service,Çekimler kaliteli ama Çok pahalı. Personel ilgisiz.,2017-07-25,49181,cekimler kaliteli cok pahal personel ilgisiz
743,f,5.0,service,Ürün fotoğraf çekimi konusunda oldukça başarılılar teşekürler,2017-11-24,28384,urun fotograf cekimi konusunda oldukca basarllar tesekurler
746,f,5.0,passport,"Çok ilgili ve güler yüzlü bir fotoğrafçı , vesikalik cektirmistim ilk defa bir vesikaliktan memnun kaldim teşekkürleer 💜",2017-04-07,121164,cok ilgili guler yuzlu bir fotografc vesikalik cektirmistim ilk bir vesikaliktan memnun kaldim tesekkurleer
751,m,4.0,passport,Acil fotoğraf için gittim çok güler yüzlü ve hoş sohbet insanlar acelem vardı ve biraz yavaştılar ama aceleniz muhabbet ederek bekleyebileceğiniz bir yer,2017-12-22,78536,acil fotograf icin gittim cok guler yuzlu ho sohbet insanlar acelem vard biraz yavastlar aceleniz muhabbet ederek bekleyebileceginiz bir yer
753,m,4.0,service,"Öncelikle şunu söylemeliyim ki fotoğraflar gayet profesyonel ve işlerinde gayet iyiler. Güleryüzlü hizmet alabiliyorsunuz. Fotoğraf çekim odaları gayet şık ve mükemmel pozlar yakalayabilirsiniz. Burada 1 yıldızı kırma sebebim fiyatlar baya bi tuzlu. 9 adet poza yanında vesikalık, poster, albüm de dahil 210 TL ye geliyor. Hizmet kaliteli ama fiyatlar gerçekten cep yakıyor. Onun haricinde gayet iyi.",2017-11-07,95105,oncelikle sunu soylemeliyim fotograflar gayet profesyonel islerinde gayet iyiler guleryuzlu hizmet alabiliyorsunuz fotograf cekim odalar gayet sk mukemmel pozlar yakalayabilirsiniz burada yldz krma sebebim fiyatlar baya bi tuzlu adet poza yannda vesikalk poster album dahil tl ye geliyor hizmet kaliteli fiyatlar gercekten cep yakyor onun haricinde gayet iyi
755,f,1.0,service,"Dükkan sahibi olan şahıs, saygısız ve terbiyesiz birisi. Önce gidip esnaflık öğrensin. Aynı fiyata (hatta daha da uygun fiyatlara) yüzlerce seçenek varken gidip bu tür yerlerde, paranızla rezil olmayın.",2017-06-08,26512,dukkan sahibi olan sahs saygsz terbiyesiz birisi once gidip esnaflk ogrensin ayn fiyata hatta uygun fiyatlara yuzlerce secenek varken gidip tur yerlerde paranzla rezil olmayn
757,f,5.0,service,Sanatınızı çok beğendim.Gelen misafirlirimizde çok beğendi herşey tam istediğim gibiydi. Öncelikle ilginiz herşeyden çok daha güzeldi. herşey için çok teşekkür ederiz,2017-04-28,109134,sanatnz cok begendim gelen misafirlirimizde cok begendi hersey tam istedigim gibiydi oncelikle ilginiz herseyden cok guzeldi hersey icin cok tesekkur ederiz
758,f,5.0,wedding,Harika olağanüstü bir çalışma şekli çalışanların ilgisi özellikle en mutlu günümü güzelleştiren herşey harikaydı sayenizde daha da harika oldu elinize emeğinize gönlünüze sağlık,2017-05-05,91433,harika olaganustu bir calsma sekli calsanlarn ilgisi ozellikle mutlu gunumu guzellestiren hersey harikayd sayenizde harika oldu elinize emeginize gonlunuze saglk
759,f,1.0,service,"işi bilmeyenlerin yeri. tuhaf fotoğraflar yanları kesik fotolar cd veriyolar içinde foto yok , foto yu digitalde de verecez diyorlar düşük çözünürlükte veriyolar saçma sapan bir yer .",2017-09-01,101128,isi bilmeyenlerin yeri tuhaf fotograflar yanlar kesik fotolar cd veriyolar icinde foto yok foto yu digitalde verecez diyorlar dusuk cozunurlukte veriyolar sacma sapan bir yer
760,m,5.0,service,Güler yüzlü personeli ile her konuda yardımcı olma çabasında bir işletme,2017-07-05,31572,guler yuzlu personeli konuda yardmc olma cabasnda bir isletme
762,m,5.0,passport,"Biyometrik vesikalık çekimimi 5 dakikada teslim ettiler, çok teşekkürler",2017-11-19,53005,biyometrik vesikalk cekimimi dakikada teslim ettiler cok tesekkurler
763,f,5.0,service,on numara hizmet,2017-01-29,94836,on numara hizmet
764,f,5.0,engagement,Cok guzel anlayışlı hizmetleri icin teşekkür ederiz hem nisan hem dugun fotoğrafları mizi cekildik,2017-05-27,40449,cok guzel anlaysl hizmetleri icin tesekkur ederiz nisan dugun fotograflar mizi cekildik
767,m,1.0,service,"Bir eleman var çok kendini beğenmiş, tepeden tepeden konuşuyor, yakışmıyor",2017-03-10,42817,bir eleman var cok kendini begenmis tepeden tepeden konusuyor yaksmyor
768,f,5.0,service,Firmamizin urun cekimleri icin calismalar yaptilar gercekten isini duzgun kaliteli ve uygun fiyata hizli bir sekilde teslim ettiler. Durust guvenilir bir firma..,2017-06-25,57350,firmamizin urun cekimleri icin calismalar yaptilar gercekten isini duzgun kaliteli uygun fiyata hizli bir sekilde teslim ettiler durust guvenilir bir firma
769,m,5.0,service,yeni ehliyet için foto çektirebilirsiniz,2017-09-11,93817,yeni ehliyet icin foto cektirebilirsiniz
770,m,5.0,service,Güzel keyfli,2017-11-12,97053,guzel keyfli
771,m,1.0,service,"Çalışan sayısı yetersiz, çok bekleme oluyor",2017-02-08,69720,calsan say yetersiz cok bekleme oluyor
772,m,1.0,service,İlgi alaka az fiyatları pahalı,2017-12-05,36538,ilgi alaka fiyatlar pahal
774,f,5.0,service,"Anlayış, özen, iş ahlakı ve profesyonellik hepsi bir arada. Teşekkür ederiz Erdem Erol. ",2017-07-29,87435,anlays ozen is ahlak profesyonellik bir arada tesekkur ederiz erdem erol
775,f,5.0,studio,"personel cok saygili, cekimleri yapan kisiler cok guzel yonlendiriyorlar,tavsiye ederim...",2017-10-19,99535,personel cok saygili cekimleri yapan kisiler cok guzel yonlendiriyorlar tavsiye ederim
776,m,5.0,service,Farkın farkı tek yer,2017-09-17,90162,farkn fark tek yer
777,m,5.0,service,İçten samimi bir fotorafçı gönül rahatlığıyla çekimlerinizi yaptırabilir ve her çekimlerde tercih edebilirsiniz.,2017-04-10,101702,icten samimi bir fotorafc gonul rahatlgyla cekimlerinizi yaptrabilir cekimlerde tercih edebilirsiniz
779,f,5.0,service,Harika bir fotoğrafçı... İnanılmaz bir deneyime sahip ve gerekli bütün ekipmanlar çekim için var... Hatta fazlası...,2017-07-28,115502,harika bir fotografc inanlmaz bir deneyime sahip gerekli butun ekipmanlar cekim icin var hatta fazlas
780,m,5.0,studio,Nezih ve gayet güzel bir fotografcı çekimleri mükemmel 👌 çekimleriniz için çok teşekkür ederim,2017-10-27,110066,nezih gayet guzel bir fotografc cekimleri mukemmel cekimleriniz icin cok tesekkur ederim
781,f,5.0,service,Fotgraf seçme ve video montaj işlemlerinde çok yardımcı oluyorlar.,2017-09-18,76922,fotgraf secme video montaj islemlerinde cok yardmc oluyorlar
786,m,5.0,service,"Uzman ekibi, güleryüzlü çalışanları ile birlikte çok yorulmadan, kısa sürede çekimi tamamladık. Güzel fotoğraflarımız oldu..",2017-07-20,108168,uzman ekibi guleryuzlu calsanlar birlikte cok yorulmadan ksa surede cekimi tamamladk guzel fotograflarmz oldu
790,m,5.0,service,İleride anılarınızı zevkle görmek istiyorsanız güvenenebilirsiniz.,2017-08-18,39328,ileride anlarnz zevkle gormek istiyorsanz guvenenebilirsiniz
794,m,5.0,service,"Merhaba web sitenizi inceledim gerçekten güzel işler çıkarmışsınız, ben slayt fotoğraf klipleri ile ilgili işler yapıyorum. başarılarınızın devamını dilerim.",2017-09-27,25595,merhaba web sitenizi inceledim gercekten guzel isler ckarmssnz ben slayt fotograf klipleri ilgili isler yapyorum basarlarnzn devamn dilerim
796,f,5.0,passport,Çektirdiğim vesikalık fotoğrafımı çevremdeki arkadaşlarım çok beğendi herkese sizi öneriyorum ellerinize sağlık.,2017-08-30,94338,cektirdigim vesikalk fotografm cevremdeki arkadaslarm cok begendi herkese sizi oneriyorum ellerinize saglk
797,f,2.0,service,Çok da iyi değil,2017-01-08,30161,cok iyi degil
798,m,5.0,service,Herkese tavsiye ederim. Hizmet kalite çok iyi,2017-03-28,47068,herkese tavsiye ederim hizmet kalite cok iyi
801,m,2.0,service,fiyatlar biraz pahalı,2017-03-13,82290,fiyatlar biraz pahal
803,m,5.0,service,"Arkadaşım tavsiye etti, iyi ki gelmşim, süper hizmet",2017-02-08,75876,arkadasm tavsiye etti iyi gelmsim super hizmet
805,m,5.0,service,Profesyonel ler.islerinin uzmanı,2017-06-08,73453,profesyonel ler islerinin uzman
807,f,5.0,service,Küçüklüğümden beri geliyorum. Çalışanlar değişiyor ama hizmet kalitesi hep aynı. Teşekkürler,2017-01-22,105759,kucuklugumden beri geliyorum calsanlar degisiyor hizmet kalitesi ayn tesekkurler
809,m,5.0,service,Hem kendileri hem de cikarttiklari isler takdirlik.,2017-10-24,110066,kendileri cikarttiklari isler takdirlik
813,m,1.0,service,Gerçekten kötü bir işletme. Fotoğraflar fiyat performans açısından kalitesiz ve fiyatlar oldukça uçuk. Mezuniyet fotoğraflarımız için okul tarafından her yıl foto yurt ile anlaşılıyor bunun rahatlığından mıdır bilinmez çok ilgisizlerdi hatta aşağıda durmayın burda durmak yasak yukarı çıkın diyerek 2 çift kişilik koltuklu yere 30 kişi sığdırmaya çalıştılar. Bir daha yakından bile geçmem,2017-12-02,120417,gercekten kotu bir isletme fotograflar fiyat performans acsndan kalitesiz fiyatlar oldukca ucuk mezuniyet fotograflarmz icin okul tarafndan yl foto yurt anlaslyor bunun rahatlgndan mdr bilinmez cok ilgisizlerdi hatta asagda durmayn burda durmak yasak yukar ckn diyerek cift kisilik koltuklu yere kisi sgdrmaya calstlar bir yakndan bile gecmem
814,m,5.0,service,firmamızın ürünlerinin fotoğraflanması konusunda son derece profesyonel yaklaşımı ve ortaya cıkan işten memnunuz kesinlikle öneririz yeni işlerde tekrar çalışmak dileğiyle,2017-11-27,39030,firmamzn urunlerinin fotograflanmas konusunda son derece profesyonel yaklasm ortaya ckan isten memnunuz kesinlikle oneririz yeni islerde tekrar calsmak dilegiyle
817,f,5.0,service,Ilgilerinizden dolayi tesekur ederim,2017-08-24,117489,ilgilerinizden dolayi tesekur ederim
818,m,5.0,studio,İstanbul'un en iyi fotoğrafçısı. Oldukça başarılı...,2017-10-13,91529,istanbulun iyi fotografcs oldukca basarl
819,m,5.0,service,güler yüzünüz samimiyetiniz cok teşekkür ederiz. Emeginize sağlık. 2. Dogumumda görüşmek üzere ❤️🌹,2017-07-17,94113,guler yuzunuz samimiyetiniz cok tesekkur ederiz emeginize saglk dogumumda gorusmek uzere
820,f,1.0,service,Herseyiyle çok kötü!!,2017-05-30,52578,herseyiyle cok kotu
821,f,5.0,service,Profesyonel Hizmet...,2017-06-01,66909,profesyonel hizmet
824,m,5.0,service,Kaliteli ve iyi..,2017-08-06,86532,kaliteli iyi
827,f,5.0,service,Tavsiye edilir,2017-10-24,60446,tavsiye edilir
828,m,1.0,service,Pasaport için foto çektirdim özellikle sordum uygunumu diye uygun dediler fakat nüfüs müdürlüğünde fotoğraf kabul edilmedi başka bir yerde tekrar çektirmek zorunda kaldım,2017-11-20,53059,pasaport icin foto cektirdim ozellikle sordum uygunumu uygun dediler fakat nufus mudurlugunde fotograf kabul edilmedi baska bir yerde tekrar cektirmek zorunda kaldm
834,f,5.0,engagement,sayenizde kınam çok güzeldi ellerinize emeğinize sağlık. Arkadaşımın tavsiyesi ile sizi tercih ettim bende herkese tavsiye ediyorum. Ekibinize ve size teşekkür ederim herşey için.,2017-05-03,38754,sayenizde knam cok guzeldi ellerinize emeginize saglk arkadasmn tavsiyesi sizi tercih ettim bende herkese tavsiye ediyorum ekibinize size tesekkur ederim hersey icin
837,f,5.0,outdoors,Dış çekimde bir harikalar herşey istediğimiz gibi oldu hiç bir aksaklık yaşamadık albümlerimiz hızlı bir şekilde hazırlandı elinize emeğinize sağlık teşekkürler . Herkese tavsiye ediyorum :),2017-11-22,38417,d cekimde bir harikalar hersey istedigimiz oldu hic bir aksaklk yasamadk albumlerimiz hzl bir sekilde hazrland elinize emeginize saglk tesekkurler herkese tavsiye ediyorum
840,f,5.0,service,Hızlı Baskının Ve kalitenin adresi,2017-12-19,108053,hzl basknn kalitenin adresi
844,f,5.0,service,guler yuzlu isinin ehli gun icerisinde isini teslim eden cok eski ve cevre edinmis genis musteri yelpazesi edinmis bir esnaf. isi ve musterilerinde biraktigi cok guzel.,2017-06-19,52136,guler yuzlu isinin ehli gun icerisinde isini teslim eden cok eski cevre edinmis genis musteri yelpazesi edinmis bir esnaf isi musterilerinde biraktigi cok guzel
846,f,5.0,service,çok başarılı,2017-04-28,108567,cok basarl
848,f,2.0,price,Ücretler biraz pahalı geldi bana,2017-01-30,83937,ucretler biraz pahal geldi bana
849,f,5.0,service,çok orjinal bir stüdyo. özellikle içeride gördüğüm resimler beni çok etkiledi. hizmet zaten kaliteli. bir fotoğraftan daha fazlasını buldum. teşekkürler.,2017-10-14,96372,cok orjinal bir studyo ozellikle iceride gordugum resimler beni cok etkiledi hizmet zaten kaliteli bir fotograftan fazlasn buldum tesekkurler
854,f,5.0,art,Profesyonel,2017-01-07,93924,profesyonel
856,f,5.0,engagement,"Nişan fotoğrafı çektirdim, fotoğrafları çok beğendim, kompozisyonlar çok güzel, yaptıkları albüm harika olmuş",2017-02-06,49274,nisan fotograf cektirdim fotograflar cok begendim kompozisyonlar cok guzel yaptklar album harika olmus
857,m,5.0,service,"Herşey hızlı ve kalite, anlayışlı personel ",2017-08-08,91113,hersey hzl kalite anlaysl personel
861,m,5.0,service,Park sorununu yok rahatlıkla araç ile gelebilirsiniz,2017-06-28,78583,park sorununu yok rahatlkla arac gelebilirsiniz
862,m,1.0,service,Şahsen giyinme odası berbat ötesi eyer buraya gelecekseniz kesinlikle kendi malzemelerinizi kendiniz getirmelisiniz,2017-12-04,30996,sahsen giyinme odas berbat otesi eyer buraya gelecekseniz kesinlikle kendi malzemelerinizi kendiniz getirmelisiniz
866,f,5.0,service,Mükemmel hizmet için her şeyi yapıyorlar,2017-03-10,49670,mukemmel hizmet icin seyi yapyorlar
867,m,5.0,service,Samimî ve profesyonel ,2017-05-27,76303,samimi profesyonel
868,f,3.0,service,Hizmet daha iyi olabilir,2017-01-22,75790,hizmet iyi olabilir
873,f,5.0,facility,"Belediyeye yakın olması güzel, fotoğraf istediler hemen hallettim",2017-02-12,60378,belediyeye yakn olmas guzel fotograf istediler hemen hallettim
875,m,5.0,service,Kadim İstanbul fotoğrafçısı,2017-05-19,113720,kadim istanbul fotografcs
876,f,4.0,service,Uygun fiyatlı fotoğraf baskısı yaptırabileceğiniz bir yer.,2017-12-09,83038,uygun fiyatl fotograf basks yaptrabileceginiz bir yer
877,m,1.0,service,"Mezuniyet fotograflari icin tercih ettik ama keske etmeseydik...20 yil onceki klasik pozlari ceken, haldir haldir bitirip diger musteriyi iceriye almaya calisanlar sayesinde ozensiz, bastan savma bir album oldu...bir daha mi..ASLA",2017-06-12,102924,mezuniyet fotograflari icin tercih ettik keske etmeseydik yil onceki klasik pozlari ceken haldir haldir bitirip diger musteriyi iceriye almaya calisanlar sayesinde ozensiz bastan savma bir album oldu bir mi asla
878,f,5.0,service,"İşini bilen, anlayışlı, Profesyonel ekip Mükemmel iş teslimi için teşekkür ederim",2017-11-25,79907,isini bilen anlaysl profesyonel ekip mukemmel is teslimi icin tesekkur ederim
879,m,5.0,service,Mütevazi güzel şirin...,2017-11-18,53005,mutevazi guzel sirin
884,f,5.0,service,"Sahibini iyi tanırım, müşteri her zaman haklıdır prensibiyle çalışır",2017-03-12,31142,sahibini iyi tanrm musteri zaman hakldr prensibiyle calsr
885,f,5.0,art,Bence güzel,2017-01-16,34329,bence guzel
887,f,1.0,price,Pahalı,2017-11-25,55849,pahal
888,m,5.0,service,İstanbul’da çeşitli yerlerde fotoğraf çekildim ama memnun kalmadım çoğu yer mesela biyometriğin ne olduğunu bilmiyor tek seferde bunu hallettiler kalite ve güvenin tek adresi gerçekten👌👏👏,2017-08-20,27812,istanbulda cesitli yerlerde fotograf cekildim memnun kalmadm cogu yer mesela biyometrigin oldugunu bilmiyor tek seferde bunu hallettiler kalite guvenin tek adresi gercekten
889,m,5.0,service,İşinin ehli öneririm,2017-07-31,102334,isinin ehli oneririm
890,f,5.0,service,Çok güzeldi,2017-06-14,51419,cok guzeldi
891,f,5.0,service,"geçmişime götürüyor beni burası, hep geliyorum",2017-02-27,71807,gecmisime goturuyor beni bura geliyorum
895,m,5.0,art,İlk günkü kalite devam ediyor hiç bozmayın,2017-01-17,123352,ilk gunku kalite devam ediyor hic bozmayn
896,f,5.0,service,süpersiniz ilginiz için teşekkürler :),2017-09-01,117831,supersiniz ilginiz icin tesekkurler
899,m,5.0,service,Taksimde bulunuyorsanız ve acil fotoğraf çektirmeye ihtiyacınız varsa kolayca fotoğraf çekirebileceğiniz yer. En son 25 TL 4 tane vesikalık fotoğraftı.,2017-09-11,45240,taksimde bulunuyorsanz acil fotograf cektirmeye ihtiyacnz varsa kolayca fotograf cekirebileceginiz yer son tl tane vesikalk fotograft
901,f,1.0,service,Görünüş iyi hizmet kötü,2017-02-18,90582,gorunus iyi hizmet kotu
903,m,5.0,price,Fiyatı uygun,2017-11-07,118391,fiyat uygun
905,f,5.0,service,Çok memnun kaldım herkeze tavsiye ederim,2017-08-20,52770,cok memnun kaldm herkeze tavsiye ederim
906,m,4.0,service,Kaliteli ama lüzumsuz pahalı,2017-06-01,44523,kaliteli luzumsuz pahal
908,m,5.0,service,Mükemmel bir ekip ve çalışma Anlatmaya gerek yok görüyorsunuz..,2017-05-17,111782,mukemmel bir ekip calsma anlatmaya gerek yok goruyorsunuz
909,f,5.0,service,çok teşekkürler,2017-03-31,27578,cok tesekkurler
910,f,1.0,service,Biometrik fotoğrafta sadece yüz görünüyor diyerek bir omuz aşağıda ve gözler kısık çekim yapılan mekan.,2017-05-25,109921,biometrik fotografta sadece yuz gorunuyor diyerek bir omuz asagda gozler ksk cekim yaplan mekan
912,m,5.0,wedding,Düğün albümünü burda yaptırdık çok memnun kaldık,2017-05-15,80217,dugun albumunu burda yaptrdk cok memnun kaldk
914,f,1.0,service,"calisan genc hanimefendi disinda tum erkek calisanlar geyikte, iki gun once cektirip birkac saate hazir olur denilen vesikaliklar ne bastirilmisti ne rotuslanmisti oturdum bekledim, alinan paraya yazik.",2017-06-16,80582,calisan genc hanimefendi disinda tum erkek calisanlar geyikte iki gun once cektirip birkac saate hazir olur denilen vesikaliklar bastirilmisti rotuslanmisti oturdum bekledim alinan paraya yazik
915,f,5.0,service,"Fotoğraf piyasası içinde yıllardır hizmet veren tek profesyonel baskı merkezi... hızlı ve hesaplı, fineart dan magnete kadar her keseye uygun kişisel ve kurumsal baskı/ çerçeve hizmetleri.",2017-11-29,107490,fotograf piyasas icinde yllardr hizmet veren tek profesyonel bask merkezi hzl hesapl fineart dan magnete kadar keseye uygun kisisel kurumsal bask cerceve hizmetleri
921,m,5.0,service,Fotoğraf kaliteleri çok güzel,2017-12-05,32168,fotograf kaliteleri cok guzel
923,m,1.0,facility,Işıklar zatan ortamı ısıtıyor ınsan bir klima açar,2017-02-01,40500,isklar zatan ortam styor nsan bir klima acar
